Date,Minimum Variance Portfolio (Fully Invested),Minimum Variance Portfolio (Long-Only),Inverse-Volatility Portfolio
2005-01-01,-1.546471319364621,-0.8389763685490383,-1.6924569252211719
2005-02-01,2.346360503121414,2.2719157006704465,2.769888973075446
2005-03-01,-2.150644721259431,-0.7525201600999524,-1.8051331674548463
2005-04-01,-2.588220433947963,-0.23852827774587626,-3.3902454453502533
2005-05-01,1.8056004828540713,2.978013310984106,4.121179981018704
2005-06-01,-2.7688280381670984,0.8883582644192424,0.8394454673425892
2005-07-01,2.7880063901784924,2.3876293231255312,4.396968222961488
2005-08-01,0.19300187270454403,-0.8447755240493937,-1.087812231966877
2005-09-01,1.0089028180002344,0.33597681409862196,0.40223923224018726
2005-10-01,-7.887808149854741,-4.850129758586914,-2.7761734547473584
2005-11-01,0.25688939593467314,1.0533892684022848,4.085840229758302
2005-12-01,2.098497498088123,1.2272716966539998,0.35324639429526783
2006-01-01,3.019349098325158,2.6685195725456805,4.091327686141204
2006-02-01,-0.11133314086727622,1.4538567547864758,0.542143582563553
2006-03-01,2.0999844070441998,1.3020464263346385,2.6798264819288873
2006-04-01,0.35624257087508077,0.5131540150016923,1.2749683202518862
2006-05-01,-0.2036229338639426,-2.128096799391973,-2.962475197195974
2006-06-01,1.8882437628087192,0.5075453739014313,0.010013806765439651
2006-07-01,5.002942961195208,2.2329636594889917,-1.6028534804905883
2006-08-01,2.723900831799986,2.816340346562999,2.1065173950657834
2006-09-01,0.3600214383077209,0.36318215867929776,1.4478896364791403
2006-10-01,8.1309411133797,3.0736316146396154,4.462106889557486
2006-11-01,2.618439527905339,2.6330753512395098,2.8676641406002967
2006-12-01,0.9688695773984557,1.8680389651926628,0.9426210426149289
2007-01-01,2.1029543113497136,3.176653628884286,2.9955086881788207
2007-02-01,1.537511058563193,-0.012949338948684648,-0.24129631942601887
2007-03-01,3.6545803846946816,1.403337381249856,1.0193504866400809
2007-04-01,2.08677939018141,3.6929976581907282,4.214836070292308
2007-05-01,0.8353734362269677,2.5189267460264464,4.234496012438081
2007-06-01,-2.906991104124793,-2.3648829288739126,-1.437507897083374
2007-07-01,-3.350505986433714,-3.6234816809151034,-3.236437273129414
2007-08-01,-2.100115866507658,0.9305893489671464,0.3514837606236283
2007-09-01,4.986699686128806,5.184990852310907,3.626069718829996
2007-10-01,-0.4229084544133609,2.7524427871800268,2.790842902708247
2007-11-01,-2.03867255259187,-1.8206676955708878,-4.434108362821166
2007-12-01,-1.861119822207421,-0.6688792180026455,-0.8846846780260411
2008-01-01,-7.288050645685574,-4.5124783267192266,-5.090156225585632
2008-02-01,-0.1409839449512314,-2.0598351621053728,-2.105655619546296
2008-03-01,1.8277065661907528,-0.9347481811484636,-0.7592426631792053
2008-04-01,-1.158036810010708,2.381563531068138,4.4192173271960415
2008-05-01,1.6952783082709852,2.701827494524566,2.532667560464433
2008-06-01,-4.038376784102582,-6.574661639522751,-8.904827870806525
2008-07-01,-6.5593846056703065,-0.2897992414864395,0.02997103848063351
2008-08-01,4.944457430751168,2.682041142431065,2.2865913563335476
2008-09-01,-4.402221975593001,-7.90705715629676,-10.17878777681748
2008-10-01,-18.106615480355906,-17.124912572527773,-20.451188505143634
2008-11-01,-8.013403441787098,-8.367920455803754,-9.124017179015784
2008-12-01,-4.586181449698478,1.2329419367301533,3.574064148322224
2009-01-01,-1.3061268458327464,-3.278166457895731,-8.098065506420092
2009-02-01,-16.128204687438807,-12.511838115620852,-11.69854670849908
2009-03-01,-2.2032853596525093,4.576748418652113,8.49947115308467
2009-04-01,25.344255576278652,14.212255166901949,17.41400288987784
2009-05-01,2.5919932071971914,3.517125448079901,4.493412802771432
2009-06-01,3.098871403318035,0.30967642701770204,-0.26991680304573906
2009-07-01,8.323859948913666,7.097870014019381,9.85588702638748
2009-08-01,1.7607877104969556,2.8156506663476946,3.9840945103164964
2009-09-01,0.8251863970461142,2.1486184072171426,4.584390119096359
2009-10-01,1.9618772739029027,-4.566367678217286,-3.827017433822296
2009-11-01,10.418276627579983,8.18207254730148,6.192107537614642
2009-12-01,8.370155097765016,4.62440152830771,4.143720893751123
2010-01-01,-1.8726031757282695,-1.8021742220043075,-3.4665512042668944
2010-02-01,-0.1875134385385818,1.166523533175724,4.631271013740649
2010-03-01,2.7812604302484454,4.853430515787195,7.033397375955062
2010-04-01,0.36329578574284266,0.40486582336405674,3.1576720351076437
2010-05-01,-7.1511329853229295,-8.589126195345221,-7.834726663562243
2010-06-01,-3.241716443710397,-4.8272678496667565,-6.526140109700401
2010-07-01,4.879030205697189,6.898102376880026,7.53231781150003
2010-08-01,-3.038317151209061,-4.364974054229304,-5.173598067719094
2010-09-01,6.9385818354864615,5.721819580652828,10.05143791147078
2010-10-01,6.289733620440293,4.359896899376401,4.161887762493659
2010-11-01,-0.9697604124635668,-1.5338512885439348,1.3983825820747848
2010-12-01,3.4713592631455166,6.75209354642449,7.0975223219700405
2011-01-01,1.090048897052286,2.2570853896678815,1.4732179767001978
2011-02-01,2.9027487522383613,3.1397095965806114,3.892565637894755
2011-03-01,-0.1360085273268733,0.9445767518910932,1.7661977265697018
2011-04-01,3.6849413506453423,2.9301127317307625,2.730206665218835
2011-05-01,3.407645265702212,0.9460327516388318,-0.7251680073499096
2011-06-01,0.4767234799028685,-0.9187383341020995,-1.3257174102055789
2011-07-01,-0.30354081744032907,-2.2067298451622817,-3.357796705804144
2011-08-01,2.020928574996867,-3.2851795024127104,-5.91449988162526
2011-09-01,-3.144124422419665,-6.522994056700338,-10.162730916934686
2011-10-01,2.6182172973419835,8.880819264929276,13.37189385264385
2011-11-01,2.1410008945220302,0.9754712932748484,0.3465842472790228
2011-12-01,2.885764899863319,1.8619951152015002,0.0570699884674757
2012-01-01,-0.9459950144051262,3.8740426924887013,6.374997079636712
2012-02-01,2.383837975818118,2.6040615627795094,3.402300964708572
2012-03-01,2.4788569101984983,2.640474112504227,2.394915136107373
2012-04-01,-1.0335916490414103,-0.11153832133437452,-0.7346952331420533
2012-05-01,-2.8467369831415135,-3.975999280576732,-6.476300784230333
2012-06-01,2.1387652725819684,4.379983194879798,3.379636285565329
